Rammeprogram,Traktat kode (H2020),Programområde kode (H2020),Programområde (H2020),Program kode (H2020),Programkortnavn (H2020),Program (H2020),Programnivå 1 kortnavn (H2020),Programnivå 1 kode (H2020),Programnivå 1 (H2020),Prosjektnr,Prosjektkortnavn,Prosjektnavn,Utlysnings-id,Overordnet utlysnings-id,Topic kode,Topic,Søknadstype,Søknadstypenavn,Kontraktstatus,Kontrakt signeringsdato,Kontrakt startdato,Kontrakt sluttdato,Søknadsfrist,Søknadsdato,Varighet måneder,Vurderingspanel,Organisasjonsnummer,Organisasjonsnavn,Kortnavn,Organisasjon rolle,Organisasjon finansiell rolle,Deltakernr,FoU sektorkode,FoU sektor,FoU kategori,Kontraktspart 1,Kontraktspart 2,Adresse kommunenummer,Adresse kommune,Adresse fylkenummer,Adresse fylke,Adresse landsdel,Innvilget beløp organisasjon EUR
H2020,,EU.3.,Societal Challenges,EU.3.4.,TPT,"Smart, green and integrated transport",,,,101005934,StasHH,Standard-Sized Heavy-duty Hydrogen,H2020-JTI-FCH-2020-1,H2020-JTI-FCH-2020-1,FCH-01-4-2020,Standard Sized FC module for Heavy Duty applications,FCH2-IA,Innovation action,SIGNED,08.12.2020 00:00,01.01.2021 00:00,31.12.2023 00:00,29.04.2020 00:00,29.04.2020 00:00,36,,919303808,SINTEF AS,SINTEF,COORDINATOR,BENEFICIARY,1,INS,Instituttsektor,Teknisk-industrielle institutter,706,22,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,351434.99999988
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-ICT,EU.2.1.1.,Information and Communication Technologies,732016,COEMS,Continuous Observation of Embedded Multicore Systems,H2020-ICT-2016-1,H2020-ICT-2016-2017,ICT-10-2016,Software Technologies,RIA,Research and Innovation action,CLOSED,12.10.2016 00:00,01.11.2016 00:00,30.04.2020 00:00,12.04.2016 00:00,12.04.2016 00:00,42,,917641404,HØGSKULEN PÅ VESTLANDET,HVL,PARTICIPANT,BENEFICIARY,4,UoH,UoH-sektor,Statlige høyskoler,328,0,4601,Bergen,46,Vestland,Vestlandet,746434.99999992
H2020,,EU.1.,Excellent Science,EU.1.3.,MSCA,Marie Sklodowska-Curie actions,,,,794301,SPITFIRE,SPatial variability and Implications of the Timing of FIsh Responses to the Environment,H2020-MSCA-IF-2017,H2020-MSCA-IF-2017,MSCA-IF-2017,Individual Fellowships,MSCA-IF-EF-ST,Standard European Fellowships,CLOSED,26.02.2018 00:00,01.11.2018 00:00,31.10.2020 00:00,14.09.2017 00:00,14.09.2017 00:00,24,Earth and related environmental sciences,971035854,UNIVERSITETET I OSLO,UIO,COORDINATOR,BENEFICIARY,1,UoH,UoH-sektor,Universiteter,102,0,301,Oslo,3,Oslo,Oslo og Viken,208400.4
H2020,,EU.3.,Societal Challenges,EU.3.5.,ENV,"Climate action, environment, resource efficiency and raw materials",,,,776469,RemovAL,Removing the waste streams from the primary Aluminium production and other metal sectors in Europe,H2020-SC5-2017-TwoStage,H2020-SC5-2016-2017,SC5-14-2016-2017,Raw materials Innovation actions,IA,Innovation action,SIGNED,20.04.2018 00:00,01.05.2018 00:00,31.10.2022 00:00,05.09.2017 00:00,05.09.2017 00:00,54,Biotechnology | Engineering and technology,911382008,ELKEM ASA,ELKEM,PARTICIPANT,BENEFICIARY,14,NÆR,Næringsliv,Næringsliv,624,0,301,Oslo,3,Oslo,Oslo og Viken,1110375
H2020,,EU.3.,Societal Challenges,EU.3.3.,ENERGY,"Secure, clean and efficient energy",,,,727680,TotalControl,Advanced integrated supervisory and wind turbine control for optimal operation of large Wind Power Plants,H2020-LCE-2016-RES-CCS-RIA,H2020-LCE-2016-2017,LCE-07-2016-2017,Developing the next generation technologies of renewable electricity and heating/cooling,RIA,Research and Innovation action,SIGNED,20.11.2017 00:00,01.01.2018 00:00,31.05.2022 00:00,16.02.2016 00:00,16.02.2016 00:00,53,,939350675,SINTEF ENERGI AS,SINTEF,PARTICIPANT,BENEFICIARY,3,INS,Instituttsektor,Teknisk-industrielle institutter,706,16,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,1068156.24999979
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-BIOTECH,EU.2.1.4.,Biotechnology,720770,DAFIA,Biomacromolecules from municipal solid bio-waste fractions and fish waste for high added value applications.,H2020-NMBP-BIO-2016,H2020-NMBP-2016-2017,BIOTEC-02-2016,Bioconversion of non-agricultural waste into biomolecules for industrial applications,RIA,Research and Innovation action,CLOSED,22.11.2016 00:00,01.01.2017 00:00,31.12.2020 00:00,24.05.2016 00:00,24.05.2016 00:00,48,,937357370,SINTEF OCEAN AS,SINTEF,PARTICIPANT,BENEFICIARY,3,INS,Instituttsektor,Teknisk-industrielle institutter,706,18,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,610387.5
H2020,,EU.2.,Industrial Leadership,EU.2.3.,INNOSUPSME,Innovation in SMEs,,,,827457,Blocknetwork,Blocknetwork - Fusing Big Data and Implementing Novel Cyber Security Solutions,H2020-SMEInst-2018-2020-1,H2020-EIC-SMEInst-2018-2020,EIC-SMEInst-2018-2020,SME instrument,SME-1,SME instrument phase 1,CLOSED,03.08.2018 00:00,01.09.2018 00:00,28.02.2019 00:00,03.05.2018 00:00,02.05.2018 00:00,6,Information and Communication Technology (ICT),918381465,DATAUNITOR AS,ukjent,COORDINATOR,BENEFICIARY,1,NÆR,Næringsliv,Næringsliv,601,0,1108,Sandnes,11,Rogaland,Vestlandet,49999.99999998
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-ICT,EU.2.1.1.,Information and Communication Technologies,688228,SOCRATIC,SOcial CReATive IntelligenCe Platform for achieving Global Sustainability Goals,H2020-ICT-2015,H2020-ICT-2015,ICT-10-2015,Collective Awareness Platforms for Sustainability and Social Innovation,RIA,Research and Innovation action,CLOSED,12.10.2015 00:00,01.01.2016 00:00,28.02.2018 00:00,14.04.2015 00:00,14.04.2015 00:00,26,,919303808,SINTEF AS,SINTEF,PARTICIPANT,BENEFICIARY,6,INS,Instituttsektor,Teknisk-industrielle institutter,706,22,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,34999.9999999
H2020,,EU.3.,Societal Challenges,EU.3.4.,TPT,"Smart, green and integrated transport",,,,815012,AUTOSHIP,Autonomous Shipping Initiative for European Waters,H2020-MG-2018-TwoStages,H2020-MG-2018-2019-2020,MG-3-2-2018,The Autonomous Ship,IA,Innovation action,SIGNED,12.04.2019 00:00,01.06.2019 00:00,30.11.2022 00:00,19.09.2018 00:00,19.09.2018 00:00,42,,979750730,KONGSBERG MARITIME AS,ukjent,PARTICIPANT,BENEFICIARY,3,NÆR,Næringsliv,Næringsliv,601,0,3006,Kongsberg,30,Viken,Oslo og Viken,11678453.9999996
H2020,,EU.1.,Excellent Science,EU.1.3.,MSCA,Marie Sklodowska-Curie actions,,,,675997,MARmaED,MARine MAnagement and Ecosystem Dynamics under climate change,H2020-MSCA-ITN-2015,H2020-MSCA-ITN-2015,MSCA-ITN-2015-ETN,Marie Skodowska-Curie Innovative Training Networks (ITN-ETN),MSCA-ITN-ETN,European Training Networks,CLOSED,28.07.2015 00:00,01.10.2015 00:00,30.09.2019 00:00,13.01.2015 00:00,13.01.2015 00:00,48,Earth and related environmental sciences,874789542,UNIVERSITETET I BERGEN,UIB,PARTICIPANT,BENEFICIARY,7,UoH,UoH-sektor,Universiteter,101,0,4601,Bergen,46,Vestland,Vestlandet,572550.48
H2020,,EU.3.,Societal Challenges,EU.3.3.,ENERGY,"Secure, clean and efficient energy",,,,842231,SETWIND,Supporting the SET-Plan implementation plan for offshore WIND energy,H2020-LC-SC3-2018-Joint-Actions-2,H2020-LC-SC3-2018-2019-2020,LC-SC3-JA-2-2018-2019,Support to the realisation of the Implementation Plans of the SET Plan,CSA,Coordination and support action,SIGNED,18.03.2019 00:00,16.03.2019 00:00,15.03.2022 00:00,11.09.2018 00:00,11.09.2018 00:00,35,,939350675,SINTEF ENERGI AS,SINTEF,PARTICIPANT,BENEFICIARY,4,INS,Instituttsektor,Teknisk-industrielle institutter,706,16,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,128228.7499997
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-ADVMANU,EU.2.1.5.,Advanced manufacturing and processing,958357,InterQ,"Interlinked Process, Product and Data Quality framework for Zero-Defects Manufacturing",H2020-NMBP-TR-IND-2020-singlestage,H2020-NMBP-TR-IND-2018-2020,DT-FOF-11-2020,Quality control in smart manufacturing (IA),IA,Innovation action,SIGNED,07.08.2020 00:00,01.11.2020 00:00,31.10.2023 00:00,05.02.2020 00:00,05.02.2020 00:00,36,,945748931,DNV AS,DNV,PARTICIPANT,BENEFICIARY,3,NÆR,Næringsliv,Næringsliv,616,1,3024,Bærum,30,Viken,Oslo og Viken,342999.99999972
H2020,,EU.1.,Excellent Science,EU.1.1.,ERC,European Research Council,,,,802544,StopAutoimmunity,Recurrent disease in the liver transplant: window to identify and stop gut signals driving autoimmunity,ERC-2018-STG,ERC-2018-STG,ERC-2018-STG,ERC Starting Grant,ERC-STG,Starting Grant,SIGNED,29.01.2019 00:00,01.04.2019 00:00,31.03.2024 00:00,17.10.2017 00:00,17.10.2017 00:00,60,,971035854,UNIVERSITETET I OSLO,UIO,COORDINATOR,BENEFICIARY,1,UoH,UoH-sektor,Universiteter,102,0,301,Oslo,3,Oslo,Oslo og Viken,1500000
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-ICT,EU.2.1.1.,Information and Communication Technologies,101007273,DAIS,Distributed Artificial Intelligent Systems,H2020-ECSEL-2020-2-RIA-two-stage,H2020-ECSEL-2020-2-RIA-two-stage,ECSEL-2020-2-RIA,ECSEL-2020-2-RIA,ECSEL-RIA,ECSEL Research and Innovation Action,SIGNED,12.05.2021 00:00,01.05.2021 00:00,30.04.2024 00:00,16.09.2020 00:00,16.09.2020 00:00,36,Engineering and technology | Information and Communication Technology (ICT),924651946,EXPERT ANALYTICS AS,ukjent,PARTICIPANT,BENEFICIARY,10,NÆR,Næringsliv,Næringsliv,601,0,3021,Ås,30,Viken,Oslo og Viken,266175
H2020,,EU.2.,Industrial Leadership,EU.2.3.,INNOSUPSME,Innovation in SMEs,,,,946013,Picterus,Smartphone-based monitoring of jaundice in newborns,H2020-EIC-SMEInst-2018-2020-3,H2020-EIC-SMEInst-2018-2020,EIC-SMEInst-2018-2020,SME instrument,SME-2b,SME Instrument (grant only and blended finance),SIGNED,03.04.2020 00:00,01.03.2020 00:00,28.02.2022 00:00,09.10.2019 00:00,08.10.2019 00:00,24,Health | Information and Communication Technology (ICT),915582567,PICTERUS AS,ukjent,COORDINATOR,BENEFICIARY,1,NÆR,Næringsliv,Næringsliv,601,0,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,1663903.5
H2020,,EU.1.,Excellent Science,EU.1.3.,MSCA,Marie Sklodowska-Curie actions,,,,841925,DIS2,Disability and Disease during the 1918 Influenza Pandemic: Implications for Preparedness Policies,H2020-MSCA-IF-2018,H2020-MSCA-IF-2018,MSCA-IF-2018,Individual Fellowships,MSCA-IF-EF-ST,Standard European Fellowships,CLOSED,12.04.2019 00:00,03.06.2019 00:00,02.06.2021 00:00,12.09.2018 00:00,12.09.2018 00:00,24,,997058925,OSLOMET - STORBYUNIVERSITETET,OSLOMET,COORDINATOR,BENEFICIARY,1,UoH,UoH-sektor,Universiteter,109,0,301,Oslo,3,Oslo,Oslo og Viken,202158.72
H2020,,EU.5.,Science with and for Society,EU.5.c.,INEGSOC,Integrate society in science and innovation,,,,665948,CIMULACT,CITIZEN AND MULTI-ACTOR CONSULTATION ON HORIZON2020,H2020-ISSI-2014-1,H2020-ISSI-2014-2015,ISSI-2-2014,Citizens and multi-actor engagement for scenario building,CSA,Coordination and support action,CLOSED,06.07.2015 00:00,01.06.2015 00:00,31.03.2018 00:00,02.10.2014 00:00,02.10.2014 00:00,34,,970141669,NORGES FORSKNINGSRÅD,NFR,PARTICIPANT,BENEFICIARY,15,NFR,Norges forskningsråd,Norges forskningsråd,951,0,3024,Bærum,30,Viken,Oslo og Viken,100874.9999998
H2020,,EU.1.,Excellent Science,EU.1.1.,ERC,European Research Council,,,,693124,ONOFF,Perception of voices that do not exist: Tracking the temporal signatures of auditory hallucinations ,ERC-2015-AdG,ERC-2015-AdG,ERC-ADG-2015,ERC Advanced Grant,ERC-ADG,Advanced Grant,SIGNED,23.08.2016 00:00,01.09.2016 00:00,31.12.2021 00:00,02.06.2015 00:00,02.06.2015 00:00,64,,874789542,UNIVERSITETET I BERGEN,UIB,COORDINATOR,BENEFICIARY,1,UoH,UoH-sektor,Universiteter,101,0,4601,Bergen,46,Vestland,Vestlandet,2413371
H2020,,EU.3.,Societal Challenges,EU.3.4.,TPT,"Smart, green and integrated transport",,,,857840,SeaTech,Next generation short-sea ship dual-fuel engine and propulsion retrofit technologies,H2020-MG-2019-TwoStages,H2020-MG-2018-2019-2020,LC-MG-1-8-2019,Retrofit Solutions and Next Generation Propulsion for Waterborne Transport,IA,Innovation action,SIGNED,04.05.2020 00:00,01.06.2020 00:00,31.05.2023 00:00,12.09.2019 00:00,11.09.2019 00:00,36,,918135650,UTKILEN AS,ukjent,PARTICIPANT,BENEFICIARY,8,NÆR,Næringsliv,Næringsliv,601,0,4601,Bergen,46,Vestland,Vestlandet,39375
H2020,,EU.3.,Societal Challenges,EU.3.1.,HEALTH,"Health, demographic change and wellbeing",,,,732592,Lifebrain,Healthy minds from 0-100 years: Optimising the use of European brain imaging cohorts ,H2020-SC1-2016-RTD,H2020-SC1-2016-2017,SC1-PM-04-2016,Networking and optimising the use of population and patient cohorts at EU level,RIA,Research and Innovation action,SIGNED,09.12.2016 00:00,01.01.2017 00:00,30.06.2022 00:00,13.04.2016 00:00,13.04.2016 00:00,66,,983744516,FOLKEHELSEINSTITUTTET,FHI,PARTICIPANT,BENEFICIARY,9,INS,Instituttsektor,Øvrige forskningsinstitutter,707,32,301,Oslo,3,Oslo,Oslo og Viken,681684.99999996
H2020,,EU.1.,Excellent Science,EU.1.4.,INFRA,Research infrastructures,,,,871153,JERICO-S3,"Joint European Research Infrastructure of Coastal Observatories: Science, Service, Sustainability - JERICO-S3",H2020-INFRAIA-2019-1,H2020-INFRAIA-2018-2020,INFRAIA-01-2018-2019,Integrating Activities for Advanced Communities,RIA,Research and Innovation action,SIGNED,06.02.2020 00:00,01.02.2020 00:00,31.01.2024 00:00,20.03.2019 00:00,20.03.2019 00:00,48,,921250800,COVARTEC AS,ukjent,PARTICIPANT,BENEFICIARY,9,NÆR,Næringsliv,Næringsliv,601,0,4601,Bergen,46,Vestland,Vestlandet,237912.49999968
H2020,,EU.1.,Excellent Science,EU.1.4.,INFRA,Research infrastructures,,,,800858,ICEI,Interactive Computing E-Infrastructure for the Human Brain Project,H2020-SGA-INFRA-FETFLAG-HBP,H2020-SGA-INFRA-FETFLAG-HBP-2017,SGA-INFRA-FETFLAG-HBP,Interactive Computing e-infrastructure for the Human Brain Project FET Flagship (FPA),SGA-RIA,SGA-RIA,SIGNED,16.07.2018 00:00,01.01.2018 00:00,31.03.2023 00:00,21.09.2017 00:00,21.09.2017 00:00,63,,971035854,UNIVERSITETET I OSLO,UIO,PARTICIPANT,BENEFICIARY,81,UoH,UoH-sektor,Universiteter,102,0,301,Oslo,3,Oslo,Oslo og Viken,0
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-ADVMANU,EU.2.1.5.,Advanced manufacturing and processing,680414,PRINTCR3DIT,Process Intensification through Adaptable Catalytic Reactors made by 3D Printing,H2020-SPIRE-2015,H2020-SPIRE-2014-2015,SPIRE-05-2015,New adaptable catalytic reactor methodologies for Process Intensification,RIA,Research and Innovation action,CLOSED,30.07.2015 00:00,01.10.2015 00:00,30.09.2018 00:00,04.02.2015 00:00,04.02.2015 00:00,36,,986228608,YARA INTERNATIONAL ASA,YARA,PARTICIPANT,BENEFICIARY,3,NÆR,Næringsliv,Næringsliv,601,0,301,Oslo,3,Oslo,Oslo og Viken,482445
H2020,,EU.3.,Societal Challenges,EU.3.1.,HEALTH,"Health, demographic change and wellbeing",,,,115797,INNODIA,Translational approaches to disease modifying therapy of type 1 diabetes: an innovative approach towards understanding and arresting type 1 diabetes – Sofia ref.: 115797,H2020-JTI-IMI2-2014-01-two-stage,H2020-JTI-IMI2-2014-01-two-stage,IMI2-2014-01-01,Translational approaches to disease modifying therapy of Type 1 Diabetes Mellitus (T1DM),IMI2-RIA,Research and Innovation action,SIGNED,07.12.2015 00:00,01.11.2015 00:00,31.10.2022 00:00,14.04.2015 00:00,13.04.2015 00:00,84,,971035854,UNIVERSITETET I OSLO,UIO,PARTICIPANT,BENEFICIARY,19,UoH,UoH-sektor,Universiteter,102,0,301,Oslo,3,Oslo,Oslo og Viken,3762.99999936
H2020,,EU.3.,Societal Challenges,EU.3.3.,ENERGY,"Secure, clean and efficient energy",,,,818120,WASTE2ROAD,Biofuels from WASTE TO ROAD transport,H2020-LC-SC3-2018-RES-SingleStage,H2020-LC-SC3-2018-2019-2020,LC-SC3-RES-21-2018,Development of next generation biofuels and alternative renewable fuel technologies for road transport,RIA,Research and Innovation action,SIGNED,26.09.2018 00:00,01.10.2018 00:00,30.09.2022 00:00,13.02.2018 00:00,13.02.2018 00:00,48,,919303808,SINTEF AS,SINTEF,COORDINATOR,BENEFICIARY,1,INS,Instituttsektor,Teknisk-industrielle institutter,706,22,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,908962.5
H2020,,EU.1.,Excellent Science,EU.1.4.,INFRA,Research infrastructures,,,,654410,JERICO-NEXT,Joint European Research Infrastructure network for Coastal Observatory – Novel European eXpertise for coastal observaTories,H2020-INFRAIA-2014-2015,H2020-INFRAIA-2014-2015,INFRAIA-1-2014-2015,Integrating and opening existing national and regional research infrastructures of European interest,RIA,Research and Innovation action,CLOSED,04.05.2015 00:00,01.09.2015 00:00,30.09.2019 00:00,02.09.2014 00:00,02.09.2014 00:00,49,Engineering and technology,855869942,NORSK INSTITUTT FOR VANNFORSKNING,NIVA,PARTICIPANT,BENEFICIARY,22,INS,Instituttsektor,Miljøinstitutter,705,7,301,Oslo,3,Oslo,Oslo og Viken,440457.29999971
H2020,,EU.2.,Industrial Leadership,EU.2.3.,INNOSUPSME,Innovation in SMEs,,,,829983,Asterix,Weeding robot for precision farming reducing herbicide usage by 95%,H2020-SMEInst-2018-2020-2,H2020-EIC-SMEInst-2018-2020,EIC-SMEInst-2018-2020,SME instrument,SME-2,SME instrument phase 2,CLOSED,05.09.2018 00:00,01.09.2018 00:00,30.06.2020 00:00,23.05.2018 00:00,23.05.2018 00:00,22,Agriculture / Rural Development / Fisheries | Earth and related environmental sciences,976518292,ADIGO MEKATRONIKK AS,,COORDINATOR,BENEFICIARY,1,NÆR,Næringsliv,Næringsliv,601,0,3020,Nordre Follo,30,Viken,Oslo og Viken,1690788
H2020,,EU.1.,Excellent Science,EU.1.2.,FET,Future and Emerging Technologies,,,,828837,GLADIATOR,Next-generation theranostics of brain pathologies with autonomous externally controllable nanonetworks: a trans-disciplinary approach with bio-nanodevice interfaces,H2020-FETOPEN-2018-2019-2020-01,H2020-FETOPEN-2018-2020,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking,RIA,Research and Innovation action,SIGNED,17.12.2018 00:00,01.01.2019 00:00,31.12.2022 00:00,16.05.2018 00:00,16.05.2018 00:00,48,Engineering and technology | Information and Communication Technology (ICT),974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,NTNU,PARTICIPANT,BENEFICIARY,5,UoH,UoH-sektor,Universiteter,104,0,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,787076.25
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-NMP,EU.2.1.2.,"Nanotechnologies, Advanced Materials and Production",646221,NanoREG II,Development and implementation of Grouping and Safe-by-Design approaches within regulatory frameworks,H2020-NMP-2014-two-stage,H2020-NMP-2014-2015,NMP-26-2014,Joint EU & MS activity on the next phase of research in support of regulation 'NANOREG II',RIA,Research and Innovation action,CLOSED,01.06.2015 00:00,01.09.2015 00:00,28.02.2019 00:00,07.10.2014 00:00,07.10.2014 00:00,42,Biotechnology,994038915,NORDIC QUANTUM COMPUTING GROUP AS,ukjent,PARTICIPANT,BENEFICIARY,15,NÆR,Næringsliv,Næringsliv,601,0,301,Oslo,3,Oslo,Oslo og Viken,0
H2020,,EU.3.,Societal Challenges,EU.3.3.,ENERGY,"Secure, clean and efficient energy",,,,864276,TradeRES,Tools for the Design and modelling of new markets and negotiation mechanisms for a ~100% Renewable European Power Systems,H2020-LC-SC3-2019-ES-SCC,H2020-LC-SC3-2018-2019-2020,LC-SC3-ES-6-2019,Research on advanced tools and technological development,RIA,Research and Innovation action,SIGNED,20.01.2020 00:00,01.02.2020 00:00,31.01.2024 00:00,05.02.2019 00:00,05.02.2019 00:00,48,Energy,919683899,BITYOGA AS,ukjent,PARTICIPANT,BENEFICIARY,8,NÆR,Næringsliv,Næringsliv,601,0,1108,Sandnes,11,Rogaland,Vestlandet,375000
H2020,,EU.3.,Societal Challenges,EU.3.4.,TPT,"Smart, green and integrated transport",,,,769016,GreenCharge,GreenCharge,H2020-MG-2017-Two-Stages,H2020-MG-2016-2017,MG-4.2-2017,Supporting 'smart electric mobility' in cities,IA,Innovation action,SIGNED,08.06.2018 00:00,01.09.2018 00:00,28.02.2022 00:00,19.10.2017 00:00,19.10.2017 00:00,42,,958935420,OSLO KOMMUNE,,PARTICIPANT,BENEFICIARY,11,DIV,Øvrige,Øvrige offentlige,900,10,301,Oslo,3,Oslo,Oslo og Viken,302167.49999982
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-ICT,EU.2.1.1.,Information and Communication Technologies,826588,APPLAUSE,"Advanced packaging for photonics, optics and electronics for low cost manufacturing in Europe",H2020-ECSEL-2018-1-IA-two-stage,H2020-ECSEL-2018-1-IA-two-stage,ECSEL-2018-1-IA,ECSEL-2018-1-IA,ECSEL-IA,ECSEL Innovation Action,SIGNED,23.05.2019 00:00,01.05.2019 00:00,30.04.2022 00:00,20.09.2018 00:00,20.09.2018 00:00,36,Engineering and technology,994338668,CARDIACCS AS,ukjent,PARTICIPANT,BENEFICIARY,22,NÆR,Næringsliv,Næringsliv,601,0,301,Oslo,3,Oslo,Oslo og Viken,14312.49999984
H2020,,EU.3.,Societal Challenges,EU.3.7.,SECURITY,Secure societies - Protecting freedom and security of Europe and its citizens,,,,651272,HOLOSCAN,Holographic Scanner for Safe Real-Time High Throughput Screening of People and Their Bags,H2020-SMEINST-1-2014,H2020-SMEInst-2014-2015,DRS-17-2014-1,Critical infrastructure protection topic 7: SME instrument topic: “Protection of Urban soft targets and urban critical infrastructures”,SME-1,SME instrument phase 1,CLOSED,20.11.2014 00:00,01.12.2014 00:00,31.05.2015 00:00,18.06.2014 00:00,18.06.2014 00:00,6,Security,965650776,INTEGRATED DETECTOR ELECTRONICS AS,,COORDINATOR,BENEFICIARY,1,NÆR,Næringsliv,Næringsliv,601,0,301,Oslo,3,Oslo,Oslo og Viken,49999.99999998
H2020,EURATOM,,,,,,,,,847707,HARMONIC,Health effects of cArdiac fluoRoscopy and MOderN radIotherapy in paediatriCs,NFRP-2018,NFRP-2018,NFRP-2018-8,Radiation protection research,RIA,Research and Innovation action,SIGNED,13.05.2019 00:00,01.06.2019 00:00,30.11.2024 00:00,27.09.2018 00:00,27.09.2018 00:00,66,Health,993467049,OSLO UNIVERSITETSSYKEHUS HF,OUS,PARTICIPANT,BENEFICIARY,20,HEL,Helseforetak,Helse Sør-Øst RHF,501,10,301,Oslo,3,Oslo,Oslo og Viken,148191.24999954
H2020,,EU.3.,Societal Challenges,EU.3.5.,ENV,"Climate action, environment, resource efficiency and raw materials",,,,101036599,REACHOUT,RESILIENCE IN EUROPE THROUGH ACTIVATING CITY HUBS REACHING OUT TO USERS WITH TRIPLE-A CLIMATE ADAPTATION TOOLS,H2020-LC-GD-2020-2,H2020-LC-GD-2020,LC-GD-9-2-2020,Developing end-user products and services for all stakeholders and citizens supporting climate adaptation and mitigation,RIA,Research and Innovation action,SIGNED,22.09.2021 00:00,01.10.2021 00:00,31.03.2025 00:00,27.01.2021 00:00,27.01.2021 00:00,42,Information and Communication Technology (ICT) | Space,820710592,LILLESTRØM KOMMUNE,ukjent,PARTICIPANT,BENEFICIARY,13,DIV,Øvrige,Øvrige offentlige,900,10,3030,Lillestrøm,30,Viken,Oslo og Viken,118374.9999999
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-ICT,EU.2.1.1.,Information and Communication Technologies,645216,Idealist2018,Transnational Cooperation among ICT NCPs,H2020-ICT-2014-1,H2020-ICT-2014,ICT-33-2014,Trans-national co-operation among National Contact Points,CSA,Coordination and support action,CLOSED,16.12.2014 00:00,01.01.2015 00:00,31.12.2018 00:00,23.04.2014 00:00,23.04.2014 00:00,48,,970141669,NORGES FORSKNINGSRÅD,NFR,PARTICIPANT,BENEFICIARY,6,NFR,Norges forskningsråd,Norges forskningsråd,951,0,3024,Bærum,30,Viken,Oslo og Viken,51399.99999984
H2020,,EU.2.,Industrial Leadership,EU.2.1.,LEIT,Leadership in enabling and industrial technologies (LEIT),LEIT-ADVMAT,EU.2.1.3.,Advanced materials,814557,C123,Methane oxidative conversion and hydroformylation to propylene,H2020-NMBP-ST-IND-2018,H2020-NMBP-ST-IND-2018-2020,CE-NMBP-24-2018,Catalytic transformation of hydrocarbons (RIA),RIA,Research and Innovation action,SIGNED,14.12.2018 00:00,01.01.2019 00:00,28.02.2023 00:00,28.06.2018 00:00,28.06.2018 00:00,50,,919303808,SINTEF AS,SINTEF,COORDINATOR,BENEFICIARY,1,INS,Instituttsektor,Teknisk-industrielle institutter,706,22,5001,Trondheim,50,Trøndelag - Trööndelage,Trøndelag,1121627.71
H2020,,EU.3.,Societal Challenges,EU.3.3.,ENERGY,"Secure, clean and efficient energy",,,,952874,W4RES,Scaling-up the involvement of women in supporting and accelerating market uptake of renewable energy sources for heating and cooling,H2020-LC-SC3-2020-RES-IA-CSA,H2020-LC-SC3-2018-2019-2020,LC-SC3-RES-28-2018-2019-2020,Market Uptake support,CSA,Coordination and support action,SIGNED,30.06.2020 00:00,01.11.2020 00:00,31.10.2023 00:00,11.12.2019 00:00,11.12.2019 00:00,36,,992958863,EUROPEAN CENTRE FOR WOMEN AND TECHNOLOGY (ECWT),,PARTICIPANT,BENEFICIARY,12,DIV,Øvrige,Øvrige andre,930,19,301,Oslo,3,Oslo,Oslo og Viken,194658.75
